"Species","Impacted_sector","Type_of_cost_merged","Official_country","Location","Taxon","ScientificName","genus","Population_2019","Surface_area_km2","Density_2019","GDP_2019","Neighbouring_countries","Km_land_borders","Agri_forest_fish_perc_gdp","Industry_perc_gdp","Manufacturing_perc_gdp","Services_perc_gdp","Forest_rents_perc_gdp","Forest_area_perc_landarea","Health_expend_perc_gdp"
"Ephestia kuehniella","Agriculture","Damage","Cyprus","Cyprus","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",1198575,9250,129.58,24564647935,0,0,1.8,12.8,5.5,73,0,18.7,7
"Ephestia kuehniella","Agriculture","Damage","France","France","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Ephestia kuehniella","Agriculture","Damage","Netherlands","Netherlands","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Ephestia kuehniella","Agriculture","Damage","Bulgaria","Bulgaria","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Ephestia kuehniella","Agriculture","Damage","Austria","Austria","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Ephestia kuehniella","Agriculture","Damage","Denmark","Denmark","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Ephestia kuehniella","Agriculture","Damage","Poland","Poland","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Ephestia kuehniella","Agriculture","Damage","Germany","Germany","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Ephestia kuehniella","Agriculture","Damage","Slovakia","Slovakia","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Ephestia kuehniella","Agriculture","Damage","Estonia","Estonia","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",1326590,45340,29.26,31386949981,2,633,2.5,23,13.1,61.3,0.9,57,6.7
"Ephestia kuehniella","Agriculture","Damage","Sweden","Sweden","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Ephestia kuehniella","Agriculture","Damage","Ireland","Ireland","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Ephestia kuehniella","Agriculture","Damage","Slovenia","Slovenia","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Ephestia kuehniella","Agriculture","Damage","Czechia","Czech Republic","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Ephestia kuehniella","Authorities-Stakeholders","Management","Cyprus","Cyprus","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",1198575,9250,129.58,24564647935,0,0,1.8,12.8,5.5,73,0,18.7,7
"Ephestia kuehniella","Authorities-Stakeholders","Management","France","France","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Ephestia kuehniella","Authorities-Stakeholders","Management","Netherlands","Netherlands","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Ephestia kuehniella","Authorities-Stakeholders","Management","Bulgaria","Bulgaria","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Ephestia kuehniella","Authorities-Stakeholders","Management","Austria","Austria","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Ephestia kuehniella","Authorities-Stakeholders","Management","Denmark","Denmark","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Ephestia kuehniella","Authorities-Stakeholders","Management","Poland","Poland","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Ephestia kuehniella","Authorities-Stakeholders","Management","Germany","Germany","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Ephestia kuehniella","Authorities-Stakeholders","Management","Slovakia","Slovakia","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Ephestia kuehniella","Authorities-Stakeholders","Management","Estonia","Estonia","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",1326590,45340,29.26,31386949981,2,633,2.5,23,13.1,61.3,0.9,57,6.7
"Ephestia kuehniella","Authorities-Stakeholders","Management","Sweden","Sweden","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Ephestia kuehniella","Authorities-Stakeholders","Management","Ireland","Ireland","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Ephestia kuehniella","Authorities-Stakeholders","Management","Slovenia","Slovenia","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Ephestia kuehniella","Authorities-Stakeholders","Management","Czechia","Czech Republic","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Ephestia kuehniella","Agriculture","Management","Cyprus","Cyprus","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",1198575,9250,129.58,24564647935,0,0,1.8,12.8,5.5,73,0,18.7,7
"Ephestia kuehniella","Agriculture","Management","France","France","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Ephestia kuehniella","Agriculture","Management","Netherlands","Netherlands","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Ephestia kuehniella","Agriculture","Management","Bulgaria","Bulgaria","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Ephestia kuehniella","Agriculture","Management","Austria","Austria","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Ephestia kuehniella","Agriculture","Management","Denmark","Denmark","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Ephestia kuehniella","Agriculture","Management","Poland","Poland","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Ephestia kuehniella","Agriculture","Management","Germany","Germany","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Ephestia kuehniella","Agriculture","Management","Slovakia","Slovakia","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Ephestia kuehniella","Agriculture","Management","Estonia","Estonia","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",1326590,45340,29.26,31386949981,2,633,2.5,23,13.1,61.3,0.9,57,6.7
"Ephestia kuehniella","Agriculture","Management","Sweden","Sweden","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Ephestia kuehniella","Agriculture","Management","Ireland","Ireland","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Ephestia kuehniella","Agriculture","Management","Slovenia","Slovenia","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Ephestia kuehniella","Agriculture","Management","Czechia","Czech Republic","Ephestia kuehniella","Ephestia kuehniella Zeller, 1879","Ephestia",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Fallopia baldschuanica","Authorities-Stakeholders","Management","Spain","Spain","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub","Fallopia",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Fallopia baldschuanica","Authorities-Stakeholders","Management","Greece","Greece","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub","Fallopia",10716322,131960,81.21,2.1e+11,4,1228,3.8,13.3,8,69.5,0,30.3,7.8
"Fallopia baldschuanica","Authorities-Stakeholders","Management","Sweden","Sweden","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub","Fallopia",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Fallopia baldschuanica","Authorities-Stakeholders","Management","Germany","Germany","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub","Fallopia",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Fallopia baldschuanica","Authorities-Stakeholders","Management","Ireland","Ireland","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub","Fallopia",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Fallopia baldschuanica","Authorities-Stakeholders","Management","Portugal","Portugal","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub","Fallopia",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Fallopia baldschuanica","Authorities-Stakeholders","Management","Denmark","Denmark","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub","Fallopia",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Fallopia baldschuanica","Authorities-Stakeholders","Management","Italy","Italy","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub","Fallopia",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Fallopia baldschuanica","Authorities-Stakeholders","Management","Italy","Italy","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub","Fallopia",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Fallopia baldschuanica","Authorities-Stakeholders","Management","France","France","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub","Fallopia",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Fallopia baldschuanica","Authorities-Stakeholders","Management","Slovenia","Slovenia","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub","Fallopia",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Fallopia baldschuanica","Authorities-Stakeholders","Management","Croatia","Croatia","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub","Fallopia",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Fallopia baldschuanica","Authorities-Stakeholders","Management","Bulgaria","Bulgaria","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub","Fallopia",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Fallopia baldschuanica","Authorities-Stakeholders","Management","Netherlands","Netherlands","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub","Fallopia",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Fallopia baldschuanica","Authorities-Stakeholders","Management","Liechtenstein","Liechtenstein","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub","Fallopia",38019,160,237.62,6552858739,2,76,0.1,44.2,38.7,52.2,0,41.9,NA
"Fallopia baldschuanica","Authorities-Stakeholders","Management","Belgium","Belgium","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub","Fallopia",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Fallopia baldschuanica","Authorities-Stakeholders","Management","Czechia","Czech Republic","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub","Fallopia",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Fallopia baldschuanica","Authorities-Stakeholders","Management","Belgium","Belgium","Fallopia baldschuanica x japonica","Fallopia baldschuanica x japonica","Fallopia",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Felis catus","Authorities-Stakeholders","Management","Netherlands","Netherlands","Felis catus","Felis catus Linnaeus, 1758","Felis",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Felis catus","Authorities-Stakeholders","Management","Denmark","Denmark","Felis catus","Felis catus Linnaeus, 1758","Felis",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Felis catus","Authorities-Stakeholders","Management","Hungary","Hungary","Felis catus","Felis catus Linnaeus, 1758","Felis",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Felis catus","Authorities-Stakeholders","Management","Belgium","Belgium","Felis catus","Felis catus Linnaeus, 1758","Felis",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Felis catus","Authorities-Stakeholders","Management","Portugal","Portugal","Felis catus","Felis catus Linnaeus, 1758","Felis",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Felis catus","Authorities-Stakeholders","Management","Ireland","Ireland","Felis catus","Felis catus Linnaeus, 1758","Felis",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Felis catus","Authorities-Stakeholders","Management","France","France","Felis catus","Felis catus Linnaeus, 1758","Felis",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Hakea sericea","Authorities-Stakeholders","Management","France","France","Hakea sericea","Hakea sericea Schrad. & J.C.Wendl.","Hakea",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Hakea sericea","Authorities-Stakeholders","Management","Spain","Spain","Hakea sericea","Hakea sericea Schrad. & J.C.Wendl.","Hakea",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Hakea sericea","Authorities-Stakeholders","Management","Portugal","Portugal","Hakea sericea","Hakea sericea Schrad. & J.C.Wendl.","Hakea",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Heracleum mantegazzianum","Health","Damage","Malta","Malta","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",502653,320,1570.79,14786156563,0,0,0.5,12.5,7.1,76.4,0,1.4,8.2
"Heracleum mantegazzianum","Health","Damage","Austria","Austria","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Heracleum mantegazzianum","Health","Damage","Czechia","Czech Republic","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Heracleum mantegazzianum","Health","Damage","Estonia","Estonia","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",1326590,45340,29.26,31386949981,2,633,2.5,23,13.1,61.3,0.9,57,6.7
"Heracleum mantegazzianum","Health","Damage","Finland","Finland","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",5520314,338450,16.31,2.69e+11,3,2690,2.3,23.9,14.4,60.2,0.3,73.7,9.2
"Heracleum mantegazzianum","Health","Damage","Luxembourg","Luxembourg","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",619896,2590,239.34,71104919108,3,359,0.2,11.7,4.9,78.8,0,34.5,5.4
"Heracleum mantegazzianum","Health","Damage","Spain","Spain","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Heracleum mantegazzianum","Health","Damage","Italy","Italy","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Heracleum mantegazzianum","Health","Damage","Hungary","Hungary","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Heracleum mantegazzianum","Health","Damage","Denmark","Denmark","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Heracleum mantegazzianum","Health","Damage","Netherlands","Netherlands","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Heracleum mantegazzianum","Health","Damage","Latvia","Latvia","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Heracleum mantegazzianum","Health","Damage","Belgium","Belgium","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Heracleum mantegazzianum","Health","Damage","Ireland","Ireland","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Heracleum mantegazzianum","Health","Damage","Poland","Poland","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Heracleum mantegazzianum","Health","Damage","Slovenia","Slovenia","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Heracleum mantegazzianum","Health","Damage","Liechtenstein","Liechtenstein","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",38019,160,237.62,6552858739,2,76,0.1,44.2,38.7,52.2,0,41.9,NA
"Heracleum mantegazzianum","Health","Damage","Slovakia","Slovakia","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Heracleum mantegazzianum","Health","Damage","Germany","Germany","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Heracleum mantegazzianum","Health","Damage","Sweden","Sweden","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Heracleum mantegazzianum","Health","Damage","France","France","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Heracleum mantegazzianum","Health","Damage","Croatia","Croatia","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Heracleum mantegazzianum","Authorities-Stakeholders","Management","Malta","Malta","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",502653,320,1570.79,14786156563,0,0,0.5,12.5,7.1,76.4,0,1.4,8.2
"Heracleum mantegazzianum","Authorities-Stakeholders","Management","Austria","Austria","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier","Heracleum",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
