"Official_country","Cost_ID","InvaCost_ID","Repository","Reference_ID","Reference_title","Authors","Abstract","Publication_year","Language","Type_of_material","Previous_materials","Availability","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Common_name","Environment","Environment_IAS","HabitatVerbatim","Habitat","urbanArea","protectedArea","Island","Geographic_region","State.Province.Administrative_area","Location","Spatial_scale","Period_of_estimation","Time_range","Probable_starting_year","Probable_ending_year","Probable_starting_year_adjusted","Probable_ending_year_adjusted","Occurrence","Raw_cost_estimate_original_currency","Min_Raw_cost_estimate_original_currency","Max_Raw_cost_estimate_original_currency","Raw_cost_estimate_2017_USD_exchange_rate","Raw_cost_estimate_2017_USD_PPP","Cost_estimate_per_year_original_currency","Cost_estimate_per_year_2017_USD_exchange_rate","Cost_estimate_per_year_2017_USD_PPP","Currency","Applicable_year","Type_of_applicable_year","Implementation","Acquisition_method","Impacted_sector","Type_of_cost","Type_of_cost_merged","Management_type","Method_reliability","Method_reliability_refined","Method_reliability_Explanation","Method_reliability_Expert_Name","Overlap","Benefit_value.s.","Details","Initial.contributors_names","Double.checking","cost","cost_bil","cost_mil","Population_2019","Surface_area_km2","Density_2019","GDP_2019","Neighbouring_countries","Km_land_borders","log.cost","Agri_forest_fish_perc_gdp","Industry_perc_gdp","Manufacturing_perc_gdp","Services_perc_gdp","Forest_rents_perc_gdp","Forest_area_perc_landarea","Health_expend_perc_gdp"
"Spain","NE2262","IC_2.1_2254","TC","SP_30","Actuaciones de control de especies invasoras. Memoria Anual 2015","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2016,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Leucaena","Leucaena leucocephala",NA,"White leadtree","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Denia","Site","2015","Year",2015,2015,2015,2015,"One-time",5350.4,NA,NA,6139.27541361312,8326.2464184757,5350.4,6139.27541361312,8326.2464184757,"EUR",2015,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",6139.27541361312,6.13927541361312e-06,0.00613927541361312,47076781,505935,93.05,1.39e+12,5,1918,8.72246200336517,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE2263","IC_2.1_2255","TC","SP_30","Actuaciones de control de especies invasoras. Memoria Anual 2015","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2016,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Leucaena","Leucaena leucocephala",NA,"White leadtree","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Pego","Site","2015","Year",2015,2015,2015,2015,"One-time",1305.6,NA,NA,1498.10069901564,2031.76348010651,1305.6,1498.10069901564,2031.76348010651,"EUR",2015,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",1498.10069901564,1.49810069901564e-06,0.00149810069901564,47076781,505935,93.05,1.39e+12,5,1918,7.31195338412468,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE2264","IC_2.1_2256","TC","SP_30","Actuaciones de control de especies invasoras. Memoria Anual 2015","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2016,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","Melia","Melia azedarach",NA,"chinaberry tree","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Almenara","Site","2015","Year",2015,2015,2015,2015,"One-time",30.72,NA,NA,35.2494282121327,47.8061995319179,30.72,35.2494282121327,47.8061995319179,"EUR",2015,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",35.2494282121327,3.52494282121327e-08,3.52494282121327e-05,47076781,505935,93.05,1.39e+12,5,1918,3.56244930819431,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE2265","IC_2.1_2257","TC","SP_30","Actuaciones de control de especies invasoras. Memoria Anual 2015","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2016,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","Melia","Melia azedarach",NA,"chinaberry tree","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Sant Jordi","Site","2015","Year",2015,2015,2015,2015,"One-time",15.36,NA,NA,17.6247141060664,23.903099765959,15.36,17.6247141060664,23.903099765959,"EUR",2015,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",17.6247141060664,1.76247141060664e-08,1.76247141060664e-05,47076781,505935,93.05,1.39e+12,5,1918,2.86930212763437,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE2266","IC_2.1_2258","TC","SP_30","Actuaciones de control de especies invasoras. Memoria Anual 2015","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2016,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","Morus","Morus nigra",NA,"Black Mulberry","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Sant Jordi","Site","2015","Year",2015,2015,2015,2015,"One-time",10.24,NA,NA,11.7498094040442,15.9353998439726,10.24,11.7498094040442,15.9353998439726,"EUR",2015,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Eradication","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",11.7498094040442,1.17498094040442e-08,1.17498094040442e-05,47076781,505935,93.05,1.39e+12,5,1918,2.4638370195262,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE2267","IC_2.1_2259","TC","SP_30","Actuaciones de control de especies invasoras. Memoria Anual 2015","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2016,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Myoporum","Myoporum laetum",NA,NA,"Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Denia","Site","2015","Year",2015,2015,2015,2015,"One-time",25.6,NA,NA,29.3745235101106,39.8384996099316,25.6,29.3745235101106,39.8384996099316,"EUR",2015,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",29.3745235101106,2.93745235101106e-08,2.93745235101106e-05,47076781,505935,93.05,1.39e+12,5,1918,3.38012775140036,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1891","IC_2.1_1883","TC","SP_56","Actuaciones de control de especies invasoras. Memoria Anual 2018","Generalitat Valenciana- Consellería d'Agricultura- Desenvolupament Rural- Emergència Climàtica i Transició Ecològica- Direcció General de Medi Natural i d'Avaluació Ambiental- Servei de Vida Silvestre",NA,2019,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Agave","Agave americana",NA,NA,"Terrestrial","Terrestrial","Marine dunes","5","other",NA,"N","Europe","Valencia","Valencia","Site","2018","Year",2018,2018,2018,2018,"One-time",3238.4,NA,NA,3733.21616994375,4879.47193829835,3238.4,3733.21616994375,4879.47193829835,"EUR",2018,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Pg 9. Dunas marítimas","Elena Angulo/Liliana Ballesteros-Mejia","Yes",3733.21616994375,3.73321616994375e-06,0.00373321616994375,47076781,505935,93.05,1.39e+12,5,1918,8.22502538507184,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1892","IC_2.1_1884","TC","SP_56","Actuaciones de control de especies invasoras. Memoria Anual 2018","Generalitat Valenciana- Consellería d'Agricultura- Desenvolupament Rural- Emergència Climàtica i Transició Ecològica- Direcció General de Medi Natural i d'Avaluació Ambiental- Servei de Vida Silvestre",NA,2019,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Agave","Agave americana",NA,NA,"Terrestrial","Terrestrial","Marine dunes","5","other",NA,"N","Europe","Valencia","Jaraco","Site","2018","Year",2018,2018,2018,2018,"One-time",51.2,NA,NA,59.0231805524704,77.1458013960214,51.2,59.0231805524704,77.1458013960214,"EUR",2018,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Pg 9. Dunas marítimas","Elena Angulo/Liliana Ballesteros-Mejia","Yes",59.0231805524704,5.90231805524704e-08,5.90231805524704e-05,47076781,505935,93.05,1.39e+12,5,1918,4.07793025746421,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1894","IC_2.1_1886","TC","SP_56","Actuaciones de control de especies invasoras. Memoria Anual 2018","Generalitat Valenciana- Consellería d'Agricultura- Desenvolupament Rural- Emergència Climàtica i Transició Ecològica- Direcció General de Medi Natural i d'Avaluació Ambiental- Servei de Vida Silvestre",NA,2019,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Asparagales","Asphodelaceae","Aloe","Aloe microstigma",NA,NA,"Terrestrial","Terrestrial","Marine dunes","5","other",NA,"N","Europe","Valencia","Valencia","Site","2018","Year",2018,2018,2018,2018,"One-time",153.6,NA,NA,177.069541657411,231.437404188064,153.6,177.069541657411,231.437404188064,"EUR",2018,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Pg 9. Dunas marítimas. Synonym of  Aloe saponaria","Elena Angulo/Liliana Ballesteros-Mejia","Yes",177.069541657411,1.77069541657411e-07,0.000177069541657411,47076781,505935,93.05,1.39e+12,5,1918,5.17654254613232,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE2270","IC_2.1_2262","TC","SP_30","Actuaciones de control de especies invasoras. Memoria Anual 2015","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2016,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Haloragaceae","Myriophyllum","Myriophyllum aquaticum",NA,"Brazilian watermilfoil","Aquatic","Aquatic","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Jativa","Site","2015","Year",2015,2015,2015,2015,"One-time",1561.6,NA,NA,1791.84593411675,2430.14847620583,1561.6,1791.84593411675,2430.14847620583,"EUR",2015,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",1791.84593411675,1.79184593411675e-06,0.00179184593411675,47076781,505935,93.05,1.39e+12,5,1918,7.49100161557367,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1896","IC_2.1_1888","TC","SP_56","Actuaciones de control de especies invasoras. Memoria Anual 2018","Generalitat Valenciana- Consellería d'Agricultura- Desenvolupament Rural- Emergència Climàtica i Transició Ecològica- Direcció General de Medi Natural i d'Avaluació Ambiental- Servei de Vida Silvestre",NA,2019,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Arundo","Arundo donax",NA,"Robust reed","Terrestrial","Terrestrial","Marine dunes","5","other",NA,"N","Europe","Valencia","Cullera","Site","2018","Year",2018,2018,2018,2018,"One-time",153.6,NA,NA,177.069541657411,231.437404188064,153.6,177.069541657411,231.437404188064,"EUR",2018,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Pg 9. Dunas marítimas","Elena Angulo/Liliana Ballesteros-Mejia","Yes",177.069541657411,1.77069541657411e-07,0.000177069541657411,47076781,505935,93.05,1.39e+12,5,1918,5.17654254613232,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1897","IC_2.1_1889","TC","SP_56","Actuaciones de control de especies invasoras. Memoria Anual 2018","Generalitat Valenciana- Consellería d'Agricultura- Desenvolupament Rural- Emergència Climàtica i Transició Ecològica- Direcció General de Medi Natural i d'Avaluació Ambiental- Servei de Vida Silvestre",NA,2019,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Arundo","Arundo donax",NA,"Robust reed","Terrestrial","Terrestrial","Marine dunes","5","other",NA,"N","Europe","Valencia","Daimus","Site","2018","Year",2018,2018,2018,2018,"One-time",204.8,NA,NA,236.092722209881,308.583205584085,204.8,236.092722209881,308.583205584085,"EUR",2018,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Pg 9. Dunas marítimas","Elena Angulo/Liliana Ballesteros-Mejia","Yes",236.092722209881,2.36092722209881e-07,0.000236092722209881,47076781,505935,93.05,1.39e+12,5,1918,5.4642246185841,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE2273","IC_2.1_2265","TC","SP_30","Actuaciones de control de especies invasoras. Memoria Anual 2015","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2016,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea","Nymphaea mexicana",NA,"Mexican waterlily","Aquatic","Aquatic","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Gaianes","Site","2015","Year",2015,2015,2015,2015,"One-time",102.4,NA,NA,117.498094040442,159.353998439726,102.4,117.498094040442,159.353998439726,"EUR",2015,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",117.498094040442,1.17498094040442e-07,0.000117498094040442,47076781,505935,93.05,1.39e+12,5,1918,4.76642211252024,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE2274","IC_2.1_2266","TC","SP_30","Actuaciones de control de especies invasoras. Memoria Anual 2015","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2016,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia ficus-indica",NA,"Indian fig","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Cabanes","Site","2015","Year",2015,2015,2015,2015,"One-time",19.2,NA,NA,22.030892632583,29.8788747074487,19.2,22.030892632583,29.8788747074487,"EUR",2015,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",22.030892632583,2.2030892632583e-08,2.2030892632583e-05,47076781,505935,93.05,1.39e+12,5,1918,3.09244567894858,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE2275","IC_2.1_2267","TC","SP_30","Actuaciones de control de especies invasoras. Memoria Anual 2015","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2016,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Cenchrus","Cenchrus setaceus",NA,"Fountaingrass","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Borriol","Site","2015","Year",2015,2015,2015,2015,"One-time",51.2,NA,NA,58.7490470202212,79.6769992198632,51.2,58.7490470202212,79.6769992198632,"EUR",2015,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",58.7490470202212,5.87490470202212e-08,5.87490470202212e-05,47076781,505935,93.05,1.39e+12,5,1918,4.0732749319603,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE2276","IC_2.1_2268","TC","SP_30","Actuaciones de control de especies invasoras. Memoria Anual 2015","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2016,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Cenchrus","Cenchrus setaceus",NA,"Fountaingrass","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Peniscola","Site","2015","Year",2015,2015,2015,2015,"One-time",153.6,NA,NA,176.247141060664,239.03099765959,153.6,176.247141060664,239.03099765959,"EUR",2015,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",176.247141060664,1.76247141060664e-07,0.000176247141060664,47076781,505935,93.05,1.39e+12,5,1918,5.17188722062841,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE2278","IC_2.1_2270","TC","SP_30","Actuaciones de control de especies invasoras. Memoria Anual 2015","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2016,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Ricinus","Ricinus communis",NA,"Castor-oil-plant","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Almenara","Site","2015","Year",2015,2015,2015,2015,"One-time",5.12,NA,NA,5.87490470202212,7.96769992198632,5.12,5.87490470202212,7.96769992198632,"EUR",2015,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",5.87490470202212,5.87490470202212e-09,5.87490470202212e-06,47076781,505935,93.05,1.39e+12,5,1918,1.77068983896626,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE2279","IC_2.1_2271","TC","SP_30","Actuaciones de control de especies invasoras. Memoria Anual 2015","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2016,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Ricinus","Ricinus communis",NA,"Castor-oil-plant","Terrestrial","Terrestrial","Marhslands -  river -  dry riverbed",NA,"other",NA,"N","Europe","Valencia","Orihuela","Site","2015","Year",2015,2015,2015,2015,"One-time",51.2,NA,NA,58.7490470202212,79.6769992198632,51.2,58.7490470202212,79.6769992198632,"EUR",2015,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Marjales, rios, ramblas","Liliana Ballesteros-Mejia/Elena Angulo","Yes",58.7490470202212,5.87490470202212e-08,5.87490470202212e-05,47076781,505935,93.05,1.39e+12,5,1918,4.0732749319603,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE228","IC_2.1_227","TC","SP_38","Estimación de los costes económicos de la invasión del mejillón cebra (Dreissena polymorpha) en la Cuenca del Ebro","Luis Pérez y Pérez- CITA Gobierno de Aragón y Universidad de Zaragoza; Carlos Chica Moreu- Consultor",NA,2006,"Spanish","Journal article",NA,"Yes","Animalia","Mollusca","Bivalvia","Myida","Dreissenidae","Dreissena","Dreissena polymorpha",NA,"Zebra mussel","Aquatic","Aquatic","Nuclear Central of Ascó","12","other",NA,"N","Europe","Catalonia","Asco/ Ebro Bassin","other","2001","Year",2001,2001,2001,2001,"One-time",6000,NA,NA,7439.10779196823,11112.804297155,6000,7439.10779196823,11112.804297155,"EUR",2001,"Effective","Observed","Report/Estimation","Public and social welfare","Damage repair","Damage",NA,"High",NA,NA,NA,NA,"no","Pg 30. La central nuclear de Ascó. Los costes de las actuaciones motivadas por el mejillón cebra se remontan al año 2001, con los inherentes a la inspección de los sistemas (6.000 €).","Elena Angulo/Virginia G. Duboscq-Carra","Yes",7439.10779196823,7.43910779196823e-06,0.00743910779196823,47076781,505935,93.05,1.39e+12,5,1918,8.91450620020173,2.6,20.1,11,67.9,0,37.2,9.1
