Location,Taxon,ScientificName
Belgium,Carassius gibelio,"Carassius gibelio (Bloch, 1782)"
Belgium,Cardamine graeca,Cardamine graeca L.
Belgium,Cardamine occulta,Cardamine occulta Hornem.
Belgium,Cardinalis cardinalis,"Cardinalis cardinalis (Linnaeus, 1758)"
Belgium,Carduus acanthoides,Carduus acanthoides L.
Belgium,Carduus hamulosus,Carduus hamulosus Ehrh.
Belgium,Carduus nutans leiophyllus,Carduus nutans subsp. leiophyllus (Petrovic) Arènes
Belgium,Carduus vivariensis,Carduus vivariensis Jord.
Belgium,Carex crawfordii,Carex crawfordii Fernald
Belgium,Carex crus-corvi Shuttlew.,
Belgium,Carex grayi,Carex grayi J.Carey
Belgium,Carex loliacea,Carex loliacea L.
Belgium,Carex melanostachya,Carex melanostachya M.Bieb. ex Willd.
Belgium,Carex muricata,Carex muricata L.
Belgium,Carex muricata muricata,Carex muricata subsp. muricata
Belgium,Carex muskingumensis,Carex muskingumensis Schwein.
Belgium,Carex pendula,Carex pendula Huds.
Belgium,Carex praecox,Carex praecox Schreb.
Belgium,Carex scoparia,Carex scoparia Schkuhr ex Willd.
Belgium,Carex secalina,Carex secalina Willd. ex Wahlenb.
Belgium,Carex vulpinoidea,Carex vulpinoidea Michx.
Belgium,Carpobrotus edulis,Carpobrotus edulis (L.) N.E.Br.
Belgium,Carpodacus roseus,"Carpodacus roseus (Pallas, 1776)"
Belgium,Carpodacus sibiricus,"Carpodacus sibiricus (Pallas, 1773)"
Belgium,Carpophilus obsoletus,"Carpophilus obsoletus Erichson, 1843"
Belgium,Carrichtera annua,Carrichtera annua (L.) DC.
Belgium,Carthamus lanatus,Carthamus lanatus L.
Belgium,Caryopteris clandonensis,Caryopteris clandonensis A.Simmonds
Belgium,Caryopteris incana,Caryopteris incana (Thunb. ex Houtt.) Miq.
Belgium,Castanea sativa,Castanea sativa Mill.
Belgium,Catalpa erubescens,Catalpa ×erubescens Carrière
Belgium,Catalpa ovata,Catalpa ovata G.Don
Belgium,Catananche caerulea,Catananche caerulea L.
Belgium,Caucalis platycarpos,Caucalis platycarpos L.
Belgium,Caylusea abyssinica,Caylusea abyssinica (Fresen.) Fisch. & C.A.Mey.
Belgium,Ceanothus x delilianus,
Belgium,Ceanothus x delilianus Spach,
Belgium,Celastrus orbiculatus C.P.Thunberg ex A.Murray,
Belgium,Celosia cristata,Celosia cristata L.
Belgium,Cenchrus alopecuroides,Cenchrus alopecuroides (L.) Thunb.
Belgium,Cenchrus echinatus,Cenchrus echinatus L.
Belgium,Cenchrus flaccidus,Cenchrus flaccidus (Griseb.) Morrone
Belgium,Cenchrus petiolaris,Cenchrus petiolaris (Hochst.) Morrone
Belgium,Cenchrus spinifex,Cenchrus spinifex Cav.
Belgium,Centaurea calocephala,Centaurea calocephala Willd.
Belgium,Centaurea diluta,Centaurea diluta Aiton
Belgium,Centaurea extranea,Centaurea ×extranea Beck ex Gugler
Belgium,Centaurea hyalolepis,Centaurea hyalolepis Boiss.
Belgium,Centaurea jacea x nigrescens,Centaurea jacea x nigrescens
Belgium,Centaurea macrocephala,Centaurea macrocephala Muss.Puschk. ex Willd.
Belgium,Centaurea melitensis,Centaurea melitensis L.
Belgium,Centaurea pectinata,Centaurea pectinata L.
Belgium,Centaurea solstitialis,Centaurea solstitialis L.
Belgium,Centaurea solstitialis solstitialis,Centaurea solstitialis subsp. solstitialis
Belgium,Centaurea solstitialis subsp. adamii (Willd.) Nym.,
Belgium,Centaurea stoebe,Centaurea stoebe L.
Belgium,Centaurea triumfettii triumfettii,Centaurea triumfettii subsp. triumfettii
Belgium,Centipeda minima,Centipeda minima (L.) A.Br. & Asch.
Belgium,Centranthus calcitrapae,Centranthus calcitrapae (L.) Dufr.
Belgium,Centranthus ruber,Centranthus ruber (L.) DC.
Belgium,Cephalaria gigantea,Cephalaria gigantea (Ledeb.) Bobrov
Belgium,Cephalaria syriaca,Cephalaria syriaca (L.) Schrad.
Belgium,Cerastium arvense subsp. arvense x tomentosum,Cerastium arvense subsp. arvense x tomentosum
Belgium,Cerastium dichotomum,Cerastium dichotomum L.
Belgium,Cerastium tomentosum,Cerastium tomentosum L.
Belgium,Cerataphis orchidearum,"Cerataphis orchidearum (Westwood, 1879)"
Belgium,Cerbalus,"Cerbalus Simon, 1897"
Belgium,Cercidiphyllum japonicum,Cercidiphyllum japonicum Siebold & Zucc.
Belgium,Cercis siliquastrum,Cercis siliquastrum L.
Belgium,Cereopsis novaehollandiae,"Cereopsis novaehollandiae Latham, 1802"
Belgium,Cerinthe major,Cerinthe major L.
Belgium,Cernuella aginnica,"Cernuella aginnica (Locard, 1882)"
Belgium,Cernuella cisalpina,"Cernuella cisalpina (Rossmässler, 1837)"
Belgium,Cernuella neglecta,"Cernuella neglecta (Draparnaud, 1805)"
Belgium,Cernuella virgata,"Cernuella virgata (Da Costa, 1778)"
Belgium,Cerobasis annulata,"Cerobasis annulata (Hagen, 1865)"
Belgium,Cervus nippon,"Cervus nippon Temminck, 1838"
Belgium,Ceryle rudis,"Ceryle rudis (Linnaeus, 1758)"
Belgium,Chaerophyllum aureum,Chaerophyllum aureum L.
Belgium,Chaerophyllum byzantinum,Chaerophyllum byzantinum Boiss.
Belgium,Chaetanaphothrips orchidii,"Chaetanaphothrips orchidii (Moulton, 1907)"
Belgium,Chaetopelma olivaceum,"Chaetopelma olivaceum (C.L.Koch, 1841)"
Belgium,Chamaenerion dodonaei,Chamaenerion dodonaei (Vill.) Schur ex Fuss.
Belgium,Chara braunii,Chara braunii C.C.Gmel.
Belgium,Chasmanthium latifolium,Chasmanthium latifolium (Michx.) H.O.Yates
Belgium,Cheilanthes viridis,Cheilanthes viridis (Forssk.) Sw.
Belgium,Cheiracanthium furculatum,"Cheiracanthium furculatum Karsch, 1879"
Belgium,Chelicorophium curvispinum,"Chelicorophium curvispinum (G.O.Sars, 1895)"
Belgium,Chelone obliqua,Chelone obliqua L.
Belgium,Chen caerulescens,"Chen caerulescens (Linnaeus, 1758)"
Belgium,Chen canagica,"Chen canagica (Sevastianov, 1802)"
Belgium,Chen rossii,"Chen rossii (Cassin, 1861)"
Belgium,Chenonetta jubata,"Chenonetta jubata (Latham, 1802)"
Belgium,Chenopodium album,Chenopodium album L.
Belgium,Chenopodium ambrosioides,
Belgium,Chenopodium berlandieri,Chenopodium berlandieri Moq.
Belgium,Chenopodium foliosum,Chenopodium foliosum Moench
Belgium,Chenopodium giganteum,Chenopodium giganteum D.Don
Belgium,Chenopodium pratericola,Chenopodium pratericola Rydb.
Belgium,Chenopodium preissmannii,Chenopodium ×preissmannii Murr
Belgium,Chenopodium probstii,Chenopodium probstii Aellen
Belgium,Chenopodium probstii Aell.,
Belgium,Chenopodium quinoa,Chenopodium quinoa Willd.
Belgium,Chenopodium reynieri,Chenopodium ×reynieri Ludw. & Aellen
Belgium,Chenopodium suecicum,Chenopodium suecicum Murr
Belgium,Chloephaga melanoptera,"Chloephaga melanoptera (Eyton, 1838)"
Belgium,Chloephaga picta,"Chloephaga picta (Gmelin, 1789)"
Belgium,Chloephaga poliocephala,"Chloephaga poliocephala P.L.Sclater, 1857"
Belgium,Chloris divaricata,Chloris divaricata R.Br.
Belgium,Chloris pycnothrix,Chloris pycnothrix Trin.
Belgium,Chloris spinoides,"Chloris spinoides (Vigors, 1831)"
Belgium,Chloris ventricosa,Chloris ventricosa R.Br.
Belgium,Chlorophytum comosum,Chlorophytum comosum (Thunb.) Jacques
Belgium,Chondrilla juncea,Chondrilla juncea L.
Belgium,Chorispora tenella,Chorispora tenella (Pall.) DC.
Belgium,Chromaphis juglandicola,"Chromaphis juglandicola (Kaltenbach, 1843)"
Belgium,Chrysolophus amherstiae,"Chrysolophus amherstiae (Leadbeater, 1829)"
Belgium,Chrysolophus pictus,"Chrysolophus pictus (Linnaeus, 1758)"
Belgium,Chrysomus icterocephalus,"Chrysomus icterocephalus (Linnaeus, 1766)"
Belgium,Ciborinia camelliae,Ciborinia camelliae L.M.Kohn
Belgium,Cicerbita macrophylla subsp. macrophylla,
Belgium,Cicerbita macrophylla subsp. uralensis (Rouy) P.D.Sell,
Belgium,Cichorium calvum,Cichorium calvum Sch.Bip. ex Asch.
Belgium,Cichorium endivia,Cichorium endivia L.
Belgium,Cichorium pumilum,Cichorium pumilum Jacq.
Belgium,Cinara cupressi,"Cinara cupressi (Buckton, 1881)"
Belgium,Cipangopaludina chinensis,"Cipangopaludina chinensis (Gray, 1833)"
Belgium,Cirsium heterophyllum,Cirsium heterophyllum (L.) Hill
Belgium,Cirsium rivulare,Cirsium rivulare (Jacq.) All.
Belgium,Citrus aurantium,Citrus ×aurantium L.
Belgium,Clarias gariepinus,"Clarias gariepinus (Burchell, 1822)"
Belgium,Clarkia amoena,Clarkia amoena (Lehm.) A.Nelson & J.F.Macbr.
Belgium,Clarkia bottae,Clarkia bottae (Spach) H. & Lewis
Belgium,Clarkia elegans,
Belgium,Clarkia pulchella,Clarkia pulchella Pursh
Belgium,Clarkia purpurea quadrivulnera,Clarkia purpurea subsp. quadrivulnera (Douglas) F.H.Lewis & M.E.Lewis
Belgium,Clathrus ruber,Clathrus ruber P.Micheli ex Pers.
Belgium,Claytonia perfoliata,Claytonia perfoliata Donn.
Belgium,Claytonia sibirica,Claytonia sibirica L.
Belgium,Clematis jackmanii,Clematis ×jackmanii T.Moore
Belgium,Clematis montana,Clematis montana Buch.-Ham. ex DC.
Belgium,Clematis orientalis,Clematis orientalis L.
Belgium,Clematis recta,Clematis recta L.
Belgium,Clematis tangutica,Clematis tangutica (Maxim.) Korsh.
Belgium,Clematis viticella,Clematis viticella L.
Belgium,Clerodendrum bungei,Clerodendrum bungei Steud.
Belgium,Clerodendrum trichotomum,Clerodendrum trichotomum Thunb.
Belgium,Clethra alnifolia,Clethra alnifolia L.
Belgium,Clinopodium grandiflorum,"Clinopodium grandiflorum Linnaeus, 1753"
Belgium,Clinopodium menthifolium,Clinopodium menthifolium (Host) Stace
Belgium,Clinopodium nepeta,Clinopodium nepeta (L.) Kuntze
Belgium,Clinopodium nepeta nepeta,Clinopodium nepeta subsp. nepeta
Belgium,Clinopodium nepeta subsp. glandulosum (Req.) Govaerts,
Belgium,Coccinella miranda,"Coccinella miranda Wollaston, 1864"
Belgium,Cochlicella acuta,"Cochlicella acuta (O.F.Müller, 1774)"
Belgium,Cochlicella barbara,"Cochlicella barbara (Linnaeus, 1758)"
Belgium,Cochlostoma septemspirale,"Cochlostoma septemspirale (Razoumowsky, 1789)"
Belgium,Codium fragile,Codium fragile (Suringar) Hariot
Belgium,Colchicum byzantinum,Colchicum byzantinum Ker Gawl.
Belgium,Coleosoma floridanum,"Coleosoma floridanum Banks, 1900"
Belgium,Colinus virginianus,"Colinus virginianus (Linnaeus, 1758)"
Belgium,Collinsia heterophylla,Collinsia heterophylla Buist ex Graham
Belgium,Columba livia,"Columba livia J.F.Gmelin, 1789"
Belgium,Colutea arborescens,Colutea arborescens L.
Belgium,Commelina coelestis,Commelina coelestis Willd.
Belgium,Commelina obliqua,Commelina obliqua Vahl
Belgium,Conringia austriaca,Conringia austriaca (Jacq.) Sweet
Belgium,Conringia planisiliqua,Conringia planisiliqua Fisch. & C.A.Mey.
Belgium,Contarinia pseudotsugae,"Contarinia pseudotsugae Condrashoff, 1961"
Belgium,Convolvulus tricolor,Convolvulus tricolor L.
Belgium,Convolvulus tricolor cupanianus,Convolvulus tricolor subsp. cupanianus (Tod.) Cavara & Grande
Belgium,Convolvulus tricolor tricolor,Convolvulus tricolor subsp. tricolor
Belgium,Conyza bonariensis,"Conyza bonariensis Linnaeus, 1753"
Belgium,Conyza sumatrensis,"Conyza sumatrensis (S.F.Blake) Pruski & G.Sancho, 2006"
Belgium,Coracias abyssinicus,"Coracias abyssinicus Hermann, 1783"
Belgium,Corbicula fluminalis,"Corbicula fluminalis (O.F.Müller, 1774)"
Belgium,Corbicula fluminea,"Corbicula fluminea (O.F.Müller, 1774)"
Belgium,Corcyra cephalonica,"Corcyra cephalonica (Stainton, 1866)"
Belgium,Cordioniscus stebbingi,"Cordioniscus stebbingi (Patience, 1907)"
Belgium,Cordylophora caspia,"Cordylophora caspia (Pallas, 1771)"
Belgium,Coregonus lavaretus,"Coregonus lavaretus (Linnaeus, 1758)"
Belgium,Coregonus nasus,"Coregonus nasus (Pallas, 1776)"
Belgium,Coregonus peled,"Coregonus peled (Gmelin, 1789)"
Belgium,Coreopsis lanceolata,Coreopsis lanceolata L.
Belgium,Coreopsis verticillata,Coreopsis verticillata L.
Belgium,Corispermum declinatum,Corispermum declinatum Steph. ex Stev.
Belgium,Corispermum pallasii,Corispermum pallasii Stev.
Belgium,Cornus sanguinea,Cornus sanguinea L.
Belgium,Cornus sanguinea australis,Cornus sanguinea subsp. australis (C.A.Mey.) Jáv.
Belgium,Cornus sanguinea hungarica,Cornus sanguinea subsp. hungarica (Kárpáti) Soó
Belgium,Cornus sericea,Cornus sericea L.
Belgium,Coronilla securidaca,Coronilla securidaca L.
Belgium,Coronilla varia,Coronilla varia L.
Belgium,Corophium sextonae,"Corophium sextonae Hurley, 1954"
Belgium,Cortaderia selloana,Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn.
Belgium,Corvus albicollis,"Corvus albicollis Latham, 1790"
Belgium,Corvus albus,"Corvus albus Statius Muller, 1776"
Belgium,Corvus splendens,"Corvus splendens Vieillot, 1817"
Belgium,Corydalis cava,Corydalis cava (L.) Schweigg. & Körte
Belgium,Corydalis linstowiana,Corydalis linstowiana Fedde
Belgium,Corylus colurna,Corylus colurna L.
Belgium,Corylus maxima,Corylus maxima Mill.
Belgium,Corythucha ciliata,"Corythucha ciliata (Say, 1832)"
Belgium,Coscinodiscus wailesii,"Coscinodiscus wailesii Gran & Angst, 1931"
Belgium,Coscoroba coscoroba,"Coscoroba coscoroba (Molina, 1782)"
Belgium,Cosmos sulphureus,Cosmos sulphureus Cav.
Belgium,Cota altissima,Cota altissima (L.) Gay
Belgium,Cotinus coggygria,Cotinus coggygria Scop.
Belgium,Cotoneaster ambiguus,Cotoneaster ambiguus Rehder & E.H.Wilson
Belgium,Cotoneaster ascendens,Cotoneaster ascendens Flinck & B.Hylmö
Belgium,Cotoneaster boisianus,Cotoneaster boisianus G.Klotz
Belgium,Cotoneaster bullatus,Cotoneaster bullatus Bois ex Bilm. & Bois
Belgium,Cotoneaster conspicuus,Cotoneaster conspicuus Comber ex Marquand
Belgium,Cotoneaster coriaceus,Cotoneaster coriaceus Franch.
Belgium,Cotoneaster dammeri,Cotoneaster dammeri C.K.Schneid.
Belgium,Cotoneaster divaricatus,Cotoneaster divaricatus Rehder & E.H.Wilson
Belgium,Cotoneaster fangianus,Cotoneaster fangianus T.T.Yu
Belgium,Cotoneaster ganghobaensis,Cotoneaster ganghobaensis J.Fryer & B.Hylmö
Belgium,Cotoneaster hjelmqvistii,Cotoneaster hjelmqvistii Flinck & B.Hylmö
Belgium,Cotoneaster horizontalis,Cotoneaster horizontalis Decne.
Belgium,Cotoneaster hylmoei,Cotoneaster hylmoei Flinck & J.Fryer
Belgium,Cotoneaster laetevirens,Cotoneaster laetevirens (Rehder & E.H.Wilson) G.Klotz
Belgium,Cotoneaster lucidus,Cotoneaster lucidus Schltdl.
Belgium,Cotoneaster mairei,Cotoneaster mairei H.Lév.
Belgium,Cotoneaster moupinensis,Cotoneaster moupinensis Franch.
Belgium,Cotoneaster nanshan,Cotoneaster nanshan Vilm. ex Mottet
Belgium,Cotoneaster qungbixiensis,Cotoneaster qungbixiensis J.Fryer & B.Hylmö
Belgium,Cotoneaster rehderi,Cotoneaster rehderi Pojark.
Belgium,Cotoneaster salicifolius,Cotoneaster salicifolius Franch.
Belgium,Cotoneaster sternianus,Cotoneaster sternianus (Turrill) Boom
Belgium,Cotoneaster suecicus,Cotoneaster ×suecicus G.Klotz
Belgium,Cotoneaster zabelii,Cotoneaster zabelii C.K.Schneid.
Belgium,Cotula anthemoides,Cotula anthemoides L.
Belgium,Cotula coronopifolia,Cotula coronopifolia L.
Belgium,Coturnix japonica,"Coturnix japonica Temminck & Schlegel, 1849"
Belgium,Crambe hispanica abyssinica,Crambe hispanica subsp. abyssinica (Hochst. ex R.E.Fr.) Prina
Belgium,Crangonyx pseudogracilis,"Crangonyx pseudogracilis Bousfield, 1958"
Belgium,Crassostrea rhizophorae,"Crassostrea rhizophorae (Guilding, 1828)"
Belgium,Crassostrea virginica,"Crassostrea virginica (Gmelin, 1791)"
Belgium,Crassula helmsii,Crassula helmsii (Kirk) Cockayne
Belgium,Crassula peduncularis,Crassula peduncularis (Sm.) Cambess.
Belgium,Crataegus pedicellata,Crataegus pedicellata Sarg.
Belgium,Crataegus persimilis,Crataegus persimilis Sarg.
Belgium,Crepidula fornicata,"Crepidula fornicata (Linnaeus, 1758)"
Belgium,Crepis bursifolia,Crepis bursifolia L.
Belgium,Crepis foetida,Crepis foetida L.
Belgium,Crepis foetida rhoeadifolia,Crepis foetida subsp. rhoeadifolia (M.Bieb.) Celak.
Belgium,Crepis nicaeensis,Crepis nicaeensis Balb.
Belgium,Crepis pulchra,Crepis pulchra L.
Belgium,Crepis sancta,Crepis sancta (L.) Bornm.
Belgium,Crepis sancta subsp. nemausensis (P.Fourn.) Babc.,
Belgium,Crepis setosa,Crepis setosa Hallier fil.
Belgium,Crinifer zonurus,"Crinifer zonurus (Ruppell, 1835)"
Belgium,Crithagra mozambica,"Crithagra mozambica (P.L.Statius Müller, 1776)"
Belgium,Crithopsis delileana,Crithopsis delileana (Schult.) Roshev.
Belgium,Crocosmia crocosmiiflora,Crocosmia crocosmiiflora (Lemoine) N.E.Br.
Belgium,Crocus chrysanthus,Crocus chrysanthus (Herb.) Herb.
Belgium,Crocus luteus,Crocus luteus Lam.
Belgium,Crocus tommasinianus,Crocus tommasinianus Herb.
Belgium,Crocus vernus,Crocus vernus (L.) Hill
Belgium,Crossopriza lyoni,"Crossopriza lyoni (Blackwall, 1867)"
Belgium,Crypsis schoenoides,
Belgium,Cryptachaea blattea,"Cryptachaea blattea (Urquhart, 1886)"
Belgium,Cryptachaea veruculata,"Cryptachaea veruculata (Urquhart, 1886)"
Belgium,Cryptamorpha desjardinsi,"Cryptamorpha desjardinsi (Guérin-Méneville, 1844)"
Belgium,Cryptolaemus montrouzieri,"Cryptolaemus montrouzieri Mulsant, 1853"
Belgium,Cryptomeria japonica,Cryptomeria japonica (Thunb. ex L.f.) D.Don
Belgium,Cryptorchestia cavimana,"Cryptorchestia cavimana (Heller, 1865)"
Belgium,Ctenolepisma lineata,"Ctenolepisma lineata (Fabricius, 1775)"
Belgium,Ctenopharyngodon idella,"Ctenopharyngodon idella (Valenciennes, 1844)"
Belgium,Cucumis dipsaceus,Cucumis dipsaceus Ehrenb. ex Spach
Belgium,Cucumis melo,Cucumis melo L.
Belgium,Cucurbita maxima,Cucurbita maxima Duchesne
Belgium,Cucurbita moschata,Cucurbita moschata (Duchesne) Duchesne ex Poir.
Belgium,Cucurbita pepo,Cucurbita pepo L.
Belgium,Cullen americanum,Cullen americanum (L.) Rydb.
Belgium,Cullen cinereum,Cullen cinereum (Lindl.) J.W.Grimes
Belgium,Cumminsiella mirabilissima,Cumminsiella mirabilissima (Peck) Nannf.
Belgium,Cuscuta epilinum,Cuscuta epilinum Weihe
Belgium,Cuscuta lupuliformis,Cuscuta lupuliformis Krock.
Belgium,Cyanochen cyanoptera,"Cyanochen cyanoptera (Ruppell, 1845)"
Belgium,Cyanopica cooki,"Cyanopica cooki Bonaparte, 1850"
Belgium,Cyanoramphus novaezelandiae,"Cyanoramphus novaezelandiae (Sparrman, 1787)"
Belgium,Cyclachaena xanthiifolia,Cyclachaena xanthiifolia (Nutt.) Fresen.
Belgium,Cyclamen coum,Cyclamen coum Mill.
Belgium,Cyclamen hederifolium,Cyclamen hederifolium Aiton
Belgium,Cydalima perspectalis,"Cydalima perspectalis (Walker, 1859)"
Belgium,Cydonia oblonga,Cydonia oblonga Mill.
Belgium,Cygnus atratus,"Cygnus atratus (Latham, 1790)"
Belgium,Cygnus buccinator,"Cygnus buccinator Richardson, 1831"
Belgium,Cygnus cygnus,"Cygnus cygnus (Linnaeus, 1758)"
Belgium,Cygnus melancoryphus,"Cygnus melancoryphus (Molina, 1782)"
Belgium,Cygnus olor,"Cygnus olor (Gmelin, 1789)"
Belgium,Cylindroiulus britannicus,"Cylindroiulus britannicus (Verhoeff, 1891)"
Belgium,Cymbalaria muralis,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb."
Belgium,Cymbalaria muralis muralis,Cymbalaria muralis subsp. muralis
Belgium,Cymbalaria muralis pubescens,Cymbalaria muralis subsp. pubescens (C.Presl) D.A.Webb
Belgium,Cynara cardunculus,Cynara cardunculus L.
Belgium,Cynara scolymus,Cynara scolymus L.
Belgium,Cynodon convergens,Cynodon convergens F.Muell.
Belgium,Cynodon dactylon,Cynodon dactylon (L.) Pers.
Belgium,Cynodon incompletus,Cynodon incompletus Nees
Belgium,Cynoglossum amabile,Cynoglossum amabile Stapf & Drumm.
Belgium,Cynoglossum clandestinum,Cynoglossum clandestinum Desf.
Belgium,Cynomys ludovicianus,"Cynomys ludovicianus (Ord, 1815)"
Belgium,Cyperus aggregatus,Cyperus aggregatus (Willd.) Endl.
Belgium,Cyperus cyperoides,Cyperus cyperoides (L.) Kuntze
Belgium,Cyperus difformis,Cyperus difformis L.
Belgium,Cyperus eragrostis,Cyperus eragrostis Lam.
Belgium,Cyperus esculentus,Cyperus esculentus L.
Belgium,Cyperus esculentus L. var. leptostachyus,
Belgium,Cyperus involucratus,
Belgium,Cyperus longus,Cyperus longus L.
Belgium,Cyperus longus badius,Cyperus longus subsp. badius (Desf.) Bonnier & Layens
Belgium,Cyperus longus longus,Cyperus longus subsp. longus
Belgium,Cyperus rigens,Cyperus rigens J.Presl & C.Presl
Belgium,Cyperus rotundus,Cyperus rotundus L.
Belgium,Cyprinus carpio,"Cyprinus carpio Linnaeus, 1758"
Belgium,Cyrtomium falcatum,Cyrtomium falcatum (L.fil.) C.Presl
Belgium,Cystolepiota fumosifolia,Cystolepiota fumosifolia (Murrill) Vellinga
Belgium,Cytisus hirsutus,
Belgium,Cytisus multiflorus,Cytisus multiflorus (L'Hér.) Sweet
Belgium,Cytisus striatus,Cytisus striatus (Hill) Rothm.
Belgium,Daboecia cantabrica,Daboecia cantabrica (Huds.) C.Koch
